23,63,0.32,42.66
23,62,0.32,42.66
23,62,0.32,42.66
23,63,0.32,42.66
23,63,0.32,42.40
23,63,0.32,42.40
23,63,0.32,42.40
23,63,0.32,42.15
23,63,0.31,42.15
23,63,0.31,42.15
23,62,0.31,42.15
23,63,0.31,41.89
23,62,0.31,41.89
23,63,0.31,41.89
23,62,0.31,41.64
23,63,0.31,41.89
23,63,0.31,41.89
23,63,0.31,41.64
23,63,0.30,41.64
23,63,0.30,41.39
23,62,0.30,41.39
23,62,0.30,41.39
23,62,0.30,41.39
23,62,0.30,41.13
23,63,0.30,41.13
23,63,0.30,41.39
23,63,0.30,41.13
23,63,0.30,41.13
23,63,0.30,41.13
23,63,0.30,40.89
23,63,0.30,40.89
23,63,0.30,40.89
23,63,0.29,40.89
23,63,0.29,40.64
23,63,0.29,40.64
23,63,0.29,40.64
23,63,0.29,40.64
23,62,0.29,40.64
23,62,0.29,40.64
23,62,0.29,40.39
23,62,0.29,40.39
23,62,0.29,40.39
23,62,0.29,40.39
23,62,0.29,40.39
23,62,0.29,40.39
23,62,0.29,40.15
23,62,0.29,40.15
23,62,0.29,40.15
23,62,0.29,40.15
23,62,0.28,39.90
23,62,0.28,39.90
23,62,0.28,39.90
23,62,0.28,39.90
23,62,0.28,39.66
23,62,0.28,39.66
23,62,0.28,39.66
23,62,0.28,39.66
23,62,0.28,39.66
23,62,0.28,39.66
23,62,0.28,39.66
23,62,0.28,39.66
23,63,0.28,39.42
23,62,0.28,39.42
23,62,0.28,39.42
23,63,0.28,39.42
23,63,0.28,39.42
23,63,0.28,39.42
23,63,0.28,39.42
23,62,0.28,39.42
23,62,0.28,39.18
23,62,0.28,39.18
23,62,0.28,39.18
23,62,0.28,39.18
23,62,0.28,39.18
23,62,0.28,39.18
23,62,0.27,39.18
23,62,0.27,38.94
23,62,0.27,38.94
23,63,0.27,38.94
23,63,0.27,38.94
23,63,0.27,38.94
23,63,0.27,38.94
23,63,0.27,38.94
23,63,0.27,38.70
23,62,0.27,38.94
23,62,0.27,38.70
23,63,0.27,38.70
23,63,0.27,38.70
23,64,0.27,38.70
23,63,0.27,38.47
23,63,0.27,38.47
23,63,0.27,38.47
23,63,0.27,38.47
23,63,0.27,38.47
23,63,0.27,38.47
23,63,0.27,38.47
23,63,0.26,38.23
23,63,0.26,38.47
23,63,0.26,38.23
23,63,0.26,38.23
23,63,0.26,38.47
23,63,0.26,38.23
23,63,0.26,38.23
23,62,0.26,38.23
23,63,0.26,38.23
23,62,0.26,38.23
23,63,0.26,38.23
23,63,0.26,38.23
